original_phrase,paraphrase,approach_name,semantic_similarity,bleu,temperature
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",Construct a Flask API using the following business logic. Omit any usage illustrations or the business logic code itself. Do not reiterate any code found in this prompt. Deliver only the Flask API code.,llms,0.8342333436012268,0.2791151097809786,0.7
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Implement a Flask backend, utilizing the business logic code provided. Do not feature example uses or the business logic, and avoid repeating any code from this prompt. The response should only contain the Flask API code.",llms,0.9030988812446594,0.39185304111586794,0.7
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Create a Flask backend API, making use of the business logic outlined below. Ensure that usage examples and the business logic are not included. Furthermore, refrain from duplicating any code from this prompt. Provide solely the Flask API code.",llms,0.8218536972999573,0.2601553373392929,0.7
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Using the provided business logic, create a Flask backend. Exclude usage examples, the business logic implementation itself, and refrain from duplicating any code from the instructions. Provide only the Flask API code.",llms,0.7707832455635071,0.2137194383454172,0.8
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Develop a Flask API backend based on the supplied business logic code. Omit usage illustrations and the business logic's code. Do not reiterate any code from this prompt, focusing solely on the Flask API implementation.",llms,0.8209466338157654,0.21341521061579075,0.8
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Construct a Flask backend application using the given business logic. The response should only contain the Flask API code, without any usage examples, the business logic code itself, or any repetition of the instructions.",llms,0.7593000531196594,0.1652490020307419,0.8
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Implement a Flask backend, utilizing the provided business logic code. Ensure that the response consists exclusively of the Flask API code, excluding any demonstrations, the business logic implementation, and avoiding any duplication of the prompt's content.",llms,0.7067596912384033,0.12639795582712499,0.8
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Create a Flask-based backend, given the following business logic code. Focus solely on providing the Flask API code. Do not include usage examples or the business logic itself, and avoid repeating any code from this prompt.",llms,0.8232403993606567,0.3632908358059041,0.8
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Develop a Flask-based API using the provided business logic. Only provide the Flask code, excluding usage examples, the business logic itself, or any repetition of the original prompt's code.",llms,0.662519633769989,2.668015065029214e-78,0.9
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Create a Flask backend implementation based on the supplied business logic.  Your response should consist solely of the Flask API code, without demonstrations, the business logic code, or any duplication of this prompt's content.",llms,0.6875414252281189,0.16393108546343574,0.9
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Construct a Flask API server, utilizing the given business logic.  Submit only the Flask API code; exclude any examples, the business logic itself, and avoid echoing any code from this request.",llms,0.7517433166503906,0.18086934498005255,0.9
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Implement a Flask application backend, leveraging the following business logic. Provide exclusively the Flask API code. Refrain from including usage scenarios, the business logic code, or replicating any code from this prompt.",llms,0.7509676218032837,0.31859477466480923,0.9
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Using the business logic provided, build a Flask backend API. The response should only contain the Flask API code. Do not include usage examples, the business logic code, or reiterate any code from this instruction.",llms,0.8987801671028137,0.30984107563245095,0.9
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Using the provided business logic, create a Flask backend. Exclude usage examples, the business logic itself, and any duplication of the initial prompt's code. Provide only the Flask API code.",llms,0.7376101613044739,0.19882765263909288,1.0
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Develop a Flask backend based on the supplied business logic. Do not include usage illustrations or reiterate the business logic. Only provide the Flask API code, avoiding any code repetition from this prompt.",llms,0.8899811506271362,0.2634317362257264,1.0
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Construct a Flask API using the given business logic code. Refrain from including usage examples, the business logic implementation, or any redundant code from this prompt. Focus solely on the Flask API code.",llms,0.7316743731498718,0.27131814667074544,1.0
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Implement a Flask backend, utilizing the provided business logic. Omit usage demonstrations and the business logic code itself. Ensure no code from the original prompt is repeated. Only the Flask API code is required.",llms,0.7495563626289368,0.1747295460595379,1.0
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.","Create a Flask backend solution given the following business logic. Leave out any usage examples or the actual business logic implementation, and avoid duplicating any code from this prompt. Only provide the code for the Flask API.",llms,0.8175405859947205,0.2380129777349544,1.0
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Develop a Calculator class that includes standard functions like addition and multiplication, along with more complex functions like logarithms (with variable bases), factorials, and trigonometric operations.",llms,0.7748287320137024,0.11736710696918319,0.1
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Create a Calculator class. This class should implement basic operations like addition and multiplication, as well as more sophisticated operations including logarithms (for different bases), factorial calculations, and trigonometric functions.",llms,0.8794196844100952,0.16096172232059872,0.1
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Design a Calculator class that features typical operations such as addition and multiplication, and also incorporates more complex operations like logarithms (with changeable bases), factorials, and trigonometry functions.",llms,0.7778386473655701,3.7389261631989237e-78,0.1
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Construct a Calculator class. It should have standard operations like addition or multiplication, but also more advanced ones, for example, logarithm functions (with variable bases), factorial calculations, and trigonometric functions.",llms,0.8834286332130432,0.37846493554448296,0.1
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Implement a Calculator class. The class must support common operations like addition and multiplication, in addition to more advanced operations such as logarithms (using variable bases), factorials, and trigonometric functions.",llms,0.8117589354515076,0.19538454074938177,0.1
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Develop a Calculator class that includes standard functions like addition and multiplication, along with more complex functions like logarithms (with variable bases), factorials, and trigonometric operations.",llms,0.7748287320137024,0.11736710696918319,0.2
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Create a Calculator class. This class should implement basic operations like addition and multiplication, and also incorporate more sophisticated operations such as logarithms (for different bases), factorial calculations, and trigonometric functions.",llms,0.8644936084747314,0.16395079464148507,0.2
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Design a Calculator class. It needs to have typical operations like addition and multiplication, but also more complex ones like logarithms (with changeable bases), factorials, and trigonometry functions.",llms,0.809855043888092,0.24789443330948013,0.2
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Construct a Calculator class. The class should feature standard operations like addition or multiplication, as well as more advanced operations including logarithms (with variable bases), factorial calculations, and trigonometry.",llms,0.889320969581604,0.28682330855135113,0.2
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Implement a Calculator class. It will have common operations like addition and multiplication, in addition to more sophisticated operations like logarithms (using various bases), factorials, and trigonometric functions.",llms,0.7549548149108887,0.16910326234708628,0.2
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Develop a Calculator class that includes standard functions like addition and multiplication, along with more complex functions like logarithms (with variable bases), factorials, and trigonometric operations.",llms,0.7748287320137024,0.11736710696918319,0.3
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Create a Calculator class. This class should implement basic operations like addition and multiplication, as well as sophisticated operations like logarithms (for different bases), factorial calculations, and trigonometric functions.",llms,0.8287131786346436,0.16340836420369564,0.3
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Design a Calculator class. It needs to have typical operations like addition and multiplication, and also more complex operations like logarithms (with changeable bases), factorials, and trigonometry functions.",llms,0.8016460537910461,0.17140451598424555,0.3
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Construct a Calculator class. The class must implement standard operations such as addition or multiplication, but also more advanced operations such as logarithms (with variable bases), factorial calculations, and trigonometry.",llms,0.9239516258239746,0.47249446452622457,0.3
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Implement a Calculator class. It should feature common operations, for example, addition or multiplication, in addition to more complex operations, such as logarithms (of varying bases), factorial computations, and trigonometry.",llms,0.8865529894828796,0.3168258353852767,0.3
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Develop a Calculator class that includes standard functions like addition and multiplication, along with more complex functions like logarithms (with variable bases), factorials, and trigonometric operations.",llms,0.7748287320137024,0.11736710696918319,0.4
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Create a Calculator class. This class should implement typical operations like addition and multiplication, and also incorporate sophisticated operations such as logarithms (for different bases), factorial calculations, and trigonometric functions.",llms,0.8490720391273499,0.16642577850891643,0.4
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Design a Calculator class that features basic operations such as addition and multiplication, in addition to more complex operations including logarithms (with changeable bases), factorials, and trigonometry functions.",llms,0.7991551160812378,3.688727850845656e-78,0.4
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Construct a Calculator class. It needs to have standard operations like addition or multiplication, but also more advanced ones like calculating logarithms (using various bases), factorials, and performing trigonometry.",llms,0.7419878840446472,0.3473525504903788,0.4
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Implement a Calculator class. It will have basic functions like addition and multiplication, but also more advanced functions, for example, logarithms (with variable bases), factorial calculations, and trigonometric functions.",llms,0.8810115456581116,0.3260446300924043,0.4
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Develop a Calculator class that includes standard functions like addition and multiplication, along with more complex functions like logarithms (with variable bases), factorials, and trigonometric operations.",llms,0.7748287320137024,0.11736710696918319,0.5
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Create a Calculator class. This class should implement basic operations like addition and multiplication, as well as more sophisticated operations like logarithms (for different bases), factorial calculations, and trigonometric functions.",llms,0.8576657772064209,0.16096172232059872,0.5
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Design a Calculator class that incorporates typical operations such as addition and multiplication, and also more complex operations like logarithms (with changeable bases), factorials, and trigonometry functions.",llms,0.8357671499252319,3.831242123145212e-78,0.5
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Construct a Calculator class. It needs to have standard operations like addition or multiplication, but also more advanced ones, such as calculating logarithms (with different bases), factorials, and trigonometric functions.",llms,0.8885419964790344,0.3499358915213153,0.5
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Implement a Calculator class. It will have common operations, for example, addition and multiplication, along with more advanced operations, like logarithms (with variable bases), factorial calculations, and trigonometry.",llms,0.8712798357009888,0.3092358150079278,0.5
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Develop a Calculator class that includes standard functions like addition and multiplication, along with more complex functions like logarithms (with varying bases), factorials, and trigonometric operations.",llms,0.7561752200126648,2.8227542815690993e-78,0.6
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Create a Calculator class. This class should implement basic operations like addition and multiplication, and also incorporate more sophisticated functions, for example, logarithms (with different bases), factorial calculations, and trigonometric functions.",llms,0.8563871383666992,0.14840821009659252,0.6
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Design a Calculator class. It needs to have typical operations like addition and multiplication, but also more complex ones like logarithms (for different bases), factorial computations, and trigonometry.",llms,0.8371260166168213,0.2873139246756901,0.6
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Construct a Calculator class that features standard operations such as addition or multiplication. It should also include more advanced operations including logarithms (with changeable bases), factorials, and trigonometric functions.",llms,0.8039178252220154,0.210613969181208,0.6
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Implement a Calculator class. The class must support common operations like addition and multiplication, as well as advanced operations like logarithms (using variable bases), factorial calculations, and trigonometry functions.",llms,0.8206415176391602,0.21980503399839907,0.6
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Develop a Calculator class that includes standard functions like addition and multiplication, along with more complex functions like logarithms (with variable bases), factorials, and trigonometric operations.",llms,0.7748287320137024,0.11736710696918319,0.7
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Create a Calculator class. This class should implement typical operations like addition and multiplication, and also incorporate more sophisticated operations such as logarithms (for different bases), factorial calculations, and trigonometric functions.",llms,0.8596175909042358,0.16395079464148507,0.7
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Design a Calculator class. It should have basic operations, for instance, addition or multiplication, as well as more complex operations, like a logarithm function (with changeable bases), factorial, and trigonometric functions.",llms,0.8840548396110535,0.26768906662395053,0.7
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Construct a Calculator class that features both fundamental operations like addition and multiplication, and more sophisticated mathematical operations like logarithms (with varying bases), factorial calculations, and trigonometry.",llms,0.8130531907081604,0.12608081886767483,0.7
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Implement a Calculator class. The class must include standard operations such as addition and multiplication, in addition to more advanced operations like logarithms (with variable bases), factorial calculations, and trigonometric functions.",llms,0.8587509989738464,0.23378464993796916,0.7
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Create a Calculator class that includes standard functions like addition and multiplication, as well as more complex functions like logarithms (with variable bases), factorials, and trigonometric operations.",llms,0.7947379946708679,0.1213143912800792,0.8
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Develop a Calculator class. It should implement typical operations like adding and multiplying, along with more sophisticated operations such as logarithms (using different bases), factorial calculations, and trigonometric functions.",llms,0.8308656215667725,0.19770724632573589,0.8
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Design a Calculator class. This class should provide basic operations like addition and multiplication, and also incorporate advanced operations like logarithms (for various bases), factorials, and trigonometry functions.",llms,0.7727904915809631,0.12798580850556057,0.8
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Construct a Calculator class. It needs to have standard operations like addition or multiplication, but also more complex operations like logarithms (with changeable bases), factorial calculations, and trigonometric functions.",llms,0.8342218995094299,0.3409764000362462,0.8
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Implement a Calculator class. It will have common functionalities, for example, addition and multiplication. Also, it must have more advanced functionalities, for example, logarithm (with variable bases), factorial, trigonometry.",llms,0.7435770034790039,0.29988225847344524,0.8
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Develop a Calculator class that includes basic functions like addition and multiplication, as well as more complex ones like logarithms (with variable bases), factorials, and trigonometric functions.",llms,0.8107471466064453,0.11948959488680848,0.9
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Create a Calculator class. This class should implement standard operations like addition and multiplication, along with more sophisticated operations like logarithms (for different bases), factorial calculations, and trigonometric functions.",llms,0.828742265701294,0.16108992769687405,0.9
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Design a Calculator class that features standard arithmetic functions like addition and multiplication, along with more complex mathematical functions such as logarithms (with changeable bases), factorials, and trigonometric calculations.",llms,0.7822955250740051,3.088379030684895e-78,0.9
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Construct a Calculator class that incorporates typical operations like addition and multiplication, but also incorporates more advanced operations, for example, logarithms (using variable bases), factorials, and trigonometry.",llms,0.7869693636894226,0.25046363066925637,0.9
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Implement a Calculator class. It needs to have standard features like addition and multiplication, as well as more advanced features such as logarithms (with varying bases), factorial calculations, and trigonometry functions.",llms,0.8603014349937439,0.2053471463644057,0.9
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Create a Calculator class that includes standard functions like addition and multiplication, as well as more complex functions like variable-base logarithms, factorials, and trigonometry.",llms,0.788226306438446,2.0815124852854869e-78,1.0
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Develop a Calculator class. It needs to implement basic operations like addition and multiplication, along with advanced ones such as logarithms (with varying bases), factorial calculations, and trigonometric functions.",llms,0.8396685123443604,0.20638636014941364,1.0
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Design a Calculator class. This class should provide typical operations, for example, addition or multiplication, and also sophisticated operations, like logarithms (with different bases), factorials, and trigonometric calculations.",llms,0.8462957739830017,0.1809670195426802,1.0
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Your task is to write a Calculator class. It should have typical operations, like addition or multiplication. Additionally, it should include more complex operations like logarithms (with variable bases), factorial calculations, and trigonometry.",llms,0.7640478014945984,0.2583112723155519,1.0
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.","Implement a Calculator class, which should feature standard operations such as addition or multiplication, in addition to more sophisticated ones, including logarithms (for different bases), factorial computations, and trigonometric functions.",llms,0.8747490644454956,0.2371144604616222,1.0
