phrase,model,temperature,repetition_penalty,top_p,avg_bleu,avg_rougel,avg_semantic_similarity,diversity_between_paraphrases,success,error
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.5,4.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.75,1.0,0.75,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.75,1.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.75,1.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.75,2.0,0.75,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.75,2.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.75,2.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.75,3.0,0.75,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.75,3.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.75,3.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.75,4.0,0.75,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.75,4.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,0.75,4.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,1.0,1.0,0.75,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,1.0,1.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,1.0,1.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,1.0,2.0,0.75,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,1.0,2.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,1.0,2.0,0.95,0.9641931504692728,0.9940298507462686,0.9932018995285035,0.9364461391772579,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,1.0,3.0,0.75,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,1.0,3.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,1.0,3.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,1.0,4.0,0.75,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,1.0,4.0,0.85,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",facebook/bart-base,1.0,4.0,0.95,0.9557938128348576,0.987784156142365,0.9935218214988708,0.9134522891629423,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.25,1.0,0.75,0.20228546714766962,0.3948979591836735,0.5895508050918579,0.8395173789720751,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.25,1.0,0.85,0.20228546714766962,0.3948979591836735,0.5895508050918579,0.8395173789720751,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.25,1.0,0.95,0.14008891048559258,0.3392230576441103,0.6404194593429565,0.7900737170812387,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.25,2.0,0.75,0.4491790403712715,0.6024423337856173,0.8928254961967468,0.8991045491046655,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.25,2.0,0.85,0.4491790403712715,0.6024423337856173,0.8928254961967468,0.8991045491046655,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.25,2.0,0.95,0.4611990784474342,0.48324706605852513,0.9022849917411804,0.9019892500130888,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.25,3.0,0.75,0.4133544326645808,0.6097902097902097,0.8671272277832032,0.9287407174251179,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.25,3.0,0.85,0.4285239772432764,0.5453968253968254,0.8917703866958618,0.9279278890106569,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.25,3.0,0.95,0.44448448074234753,0.5992597204925972,0.8868176698684692,0.8054878564940278,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.25,4.0,0.75,0.36212942954200533,0.6110736639383727,0.86424880027771,0.8324101428813255,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.25,4.0,0.85,0.36212942954200533,0.6110736639383727,0.86424880027771,0.8324101428813255,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.25,4.0,0.95,0.4661375799524431,0.44507422402159236,0.828592836856842,0.911052960413606,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.5,1.0,0.75,0.2050856035032186,0.40496198479391754,0.5246401488780975,0.8601670269573637,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.5,1.0,0.85,0.2254535638637388,0.4800000000000001,0.6475187063217163,0.841702155764497,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.5,1.0,0.95,0.22618950364692325,0.45600000000000007,0.6279898881912231,0.834857544706697,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.5,2.0,0.75,0.22777542806800044,0.47811764705882354,0.548551344871521,0.8363252320554496,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.5,2.0,0.85,0.49193008656131776,0.5561497326203207,0.8803392171859741,0.829516919197579,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.5,2.0,0.95,0.23871525618824388,0.4875816993464053,0.5448315560817718,0.7811412781299167,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.5,3.0,0.75,0.4865089529166622,0.6016363196803705,0.8885899782180786,0.9176877038507467,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.5,3.0,0.85,0.5143655493712457,0.6515151515151516,0.8804435133934021,0.7804827104449601,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.5,3.0,0.95,0.3714358052479065,0.512331895854952,0.8328034281730652,0.8598644971303295,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.5,4.0,0.75,0.42040067377682655,0.5650627515759095,0.8438192486763001,0.7154167424634137,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.5,4.0,0.85,0.604886626430582,0.7371206951856063,0.9118065595626831,0.9156794329835243,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.5,4.0,0.95,0.4273774728861439,0.5718058587328536,0.8296473503112793,0.73550392985882,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.75,1.0,0.75,0.19627603540108035,0.43293246993524515,0.504006952047348,0.9121846193327012,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.75,1.0,0.85,0.2110686188622884,0.39999999999999997,0.593277657032013,0.9107752995630574,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.75,1.0,0.95,0.21555582882546984,0.40816326530612246,0.544456958770752,0.9050685775777687,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.75,2.0,0.75,0.4071358347702844,0.60625,0.7658693194389343,0.9333471575357439,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.75,2.0,0.85,0.6008570297685389,0.6608748114630467,0.9194066286087036,0.8902118253317151,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.75,2.0,0.95,0.4753171009295305,0.6329029407838467,0.8621097326278686,0.7203031202970144,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.75,3.0,0.75,0.3867728164191548,0.6140759493670886,0.8283525824546814,0.9210045024193884,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.75,3.0,0.85,0.6001239906093576,0.5448857092386504,0.9066532492637634,0.8211478205142833,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.75,3.0,0.95,0.5120051590071523,0.5642780215835244,0.8666338324546814,0.7616436517423288,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.75,4.0,0.75,0.42216805007438785,0.5135135135135135,0.8499093651771545,0.9087335595318262,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.75,4.0,0.85,0.3607205367894896,0.5426229015886364,0.8693062424659729,0.7911235037013077,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,0.75,4.0,0.95,0.4082514500918483,0.6169135802469136,0.8948488473892212,0.902212338273167,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,1.0,1.0,0.75,0.21446108858865687,0.40740740740740733,0.8176591753959656,0.8760023956644163,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,1.0,1.0,0.85,0.3204605308506282,0.508888888888889,0.7463176131248475,0.8991765615572624,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,1.0,1.0,0.95,0.25485129519830957,0.46153846153846156,0.5986999034881592,0.9481574906532707,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,1.0,2.0,0.75,0.42904910016857434,0.6219202067729437,0.8557064771652222,0.7674132223579759,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,1.0,2.0,0.85,0.36792040797064574,0.6631693393957545,0.7853029727935791,0.8359954010338801,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,1.0,2.0,0.95,0.4057341755567834,0.5955159359707218,0.8284958720207214,0.8258106854765259,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,1.0,3.0,0.75,0.48827238492455044,0.6379575768259005,0.8605082273483277,0.7571180440370042,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,1.0,3.0,0.85,0.3373576977050556,0.5625,0.8587183713912964,0.8938593501170858,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,1.0,3.0,0.95,0.3062120472050013,0.4106578947368421,0.8914608836174012,0.85215674120812,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,1.0,4.0,0.75,0.35388900702085807,0.33255649717514124,0.6930294275283814,0.8722009628336866,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,1.0,4.0,0.85,0.5509323168734366,0.7139328930793603,0.8877755165100097,0.9292392177752442,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",t5-base,1.0,4.0,0.95,0.3827014528683968,0.5213682559270795,0.8069081664085388,0.7261144311203624,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.25,1.0,0.75,0.668948792381029,0.6960491659350307,0.8808798551559448,0.9329397945518508,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.25,1.0,0.85,0.6531968107646307,0.686215978928885,0.8811188220977784,0.8990560654889105,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.25,1.0,0.95,0.6531968107646307,0.686215978928885,0.8811188220977784,0.8990560654889105,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.25,2.0,0.75,0.6641944200323066,0.7079894644424934,0.8701260328292847,0.9209789010847917,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.25,2.0,0.85,0.6641944200323066,0.7079894644424934,0.8701260328292847,0.9209789010847917,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.25,2.0,0.95,0.6641944200323066,0.7079894644424934,0.8701260328292847,0.9209789010847917,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.25,3.0,0.75,0.6326164634681826,0.6883230904302019,0.8697291612625122,0.8645993640892611,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.25,3.0,0.85,0.6326164634681826,0.6883230904302019,0.8697291612625122,0.8645993640892611,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.25,3.0,0.95,0.6326164634681826,0.6883230904302019,0.8697291612625122,0.8645993640892611,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.25,4.0,0.75,0.6326164634681826,0.6883230904302019,0.8697291612625122,0.8646735985685282,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.25,4.0,0.85,0.6326164634681826,0.6883230904302019,0.8697291612625122,0.8646735985685282,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.25,4.0,0.95,0.6326164634681826,0.6883230904302019,0.8697291612625122,0.8646735985685282,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.5,1.0,0.75,0.6531968107646307,0.686215978928885,0.8811188220977784,0.8990560654889105,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.5,1.0,0.85,0.6531968107646307,0.686215978928885,0.8811188220977784,0.8990560654889105,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.5,1.0,0.95,0.6531968107646307,0.686215978928885,0.8811188220977784,0.8990560654889105,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.5,2.0,0.75,0.6641944200323066,0.7079894644424934,0.8701260328292847,0.9209789010847917,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.5,2.0,0.85,0.6641944200323066,0.7079894644424934,0.8701260328292847,0.9209789010847917,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.5,2.0,0.95,0.6641944200323066,0.7079894644424934,0.8701260328292847,0.9209789010847917,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.5,3.0,0.75,0.6326164634681826,0.6883230904302019,0.8697291612625122,0.8645993640892611,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.5,3.0,0.85,0.6326164634681826,0.6883230904302019,0.8697291612625122,0.8645993640892611,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.5,3.0,0.95,0.6165072531660979,0.7022534386889084,0.8688401341438293,0.8615806148175554,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.5,4.0,0.75,0.6326164634681826,0.6883230904302019,0.8697291612625122,0.8646735985685282,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.5,4.0,0.85,0.6326164634681826,0.6883230904302019,0.8697291612625122,0.8646735985685282,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.5,4.0,0.95,0.6165072531660978,0.6903131401814456,0.8672693371772766,0.8566192279133157,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.75,1.0,0.75,0.6531968107646307,0.686215978928885,0.8811188220977784,0.8990560654889105,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.75,1.0,0.85,0.6531968107646307,0.6981562774363477,0.8812519550323487,0.898157155849885,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.75,1.0,0.95,0.6213473028922276,0.678372841673983,0.8781128764152527,0.863359835011439,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.75,2.0,0.75,0.6641944200323066,0.7079894644424934,0.8701260328292847,0.9209789010847917,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.75,2.0,0.85,0.6348400535373026,0.7100965759438104,0.8715824723243714,0.8891288704932249,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.75,2.0,0.95,0.30733140176052487,0.39630045442395084,0.784777045249939,0.936033276315324,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.75,3.0,0.75,0.6165072531660979,0.7022534386889084,0.8688401341438293,0.8615806148175554,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.75,3.0,0.85,0.584609064581951,0.6824700029265437,0.8652953624725341,0.8550582572900168,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.75,3.0,0.95,0.6165072531660979,0.7022534386889084,0.8688401341438293,0.8615806148175554,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.75,4.0,0.75,0.6165072531660978,0.6903131401814456,0.8672693371772766,0.8566192279133157,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.75,4.0,0.85,0.6165072531660978,0.6903131401814456,0.8672693371772766,0.8566192279133157,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,0.75,4.0,0.95,0.6165072531660978,0.6903131401814456,0.8672693371772766,0.8566192279133157,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,1.0,1.0,0.75,0.5206920484668007,0.5060606060606061,0.822364890575409,0.9384033549059015,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,1.0,1.0,0.85,0.301210363544195,0.4402748039036356,0.7728438258171082,0.901528158054583,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,1.0,1.0,0.95,0.6213473028922276,0.6903131401814457,0.8807373285293579,0.8604659561093376,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,1.0,2.0,0.75,0.6484054417502445,0.7100965759438104,0.8691623330116272,0.8978644179159521,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,1.0,2.0,0.85,0.46647469269185765,0.6108488612836439,0.8509746551513672,0.909579707043816,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,1.0,2.0,0.95,0.5919696708815956,0.6567164179104478,0.8786545872688294,0.9292282577307622,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,1.0,3.0,0.75,0.6187287484035715,0.6883230904302019,0.8684664845466614,0.8437915629668822,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,1.0,3.0,0.85,,,,,False,index out of range in self
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,1.0,3.0,0.95,0.32396662350080885,0.5029850746268657,0.741141676902771,0.9058804502375917,True,
"Given the business logic code below, implement Flask backend. Do not include example of usage or the business logic, do not repeat any code from this prompt. Only write the Flask API code.",tuner007/pegasus_paraphrase,1.0,4.0,0.75,0.6007182748840358,0.6924202516827627,0.8679149508476257,0.8454457338419564,True,
